Sr.No,Stock_ID,Stock_Name,Date,Open_Price,High_Price,Low_Price,Close_Price,Volume
68,1,Reliance Industries,09-03-2023,285.27,289.7,283.61,285.31,5101
69,1,Reliance Industries,10-03-2023,126.54,126.76,122.71,124.9,4538
70,1,Reliance Industries,11-03-2023,537.05,541.64,536.41,541.11,3377
71,1,Reliance Industries,12-03-2023,257.55,262.33,254.08,258.31,3107
72,1,Reliance Industries,13-03-2023,172.68,177.65,164.88,168.77,9175
73,1,Reliance Industries,14-03-2023,267.87,272.1,261.38,266.19,9030
74,1,Reliance Industries,15-03-2023,173.82,176.43,166.02,168.09,7867
75,1,Reliance Industries,16-03-2023,400.31,407.14,399.19,406.38,9713
76,1,Reliance Industries,17-03-2023,798.21,800.45,789.16,792.38,6406
77,1,Reliance Industries,18-03-2023,968.26,976.36,966.3,975.69,2008
78,1,Reliance Industries,19-03-2023,776.11,778.96,766.75,768.49,5285
79,1,Reliance Industries,20-03-2023,287.07,295.28,282.56,291.43,3907
80,1,Reliance Industries,21-03-2023,469.27,472.83,463.31,466.43,7217
81,1,Reliance Industries,22-03-2023,382.47,386.08,379.1,382.88,5773
82,1,Reliance Industries,23-03-2023,454.42,458.55,448.66,449.2,7631
83,1,Reliance Industries,24-03-2023,543.49,544.3,535.1,539.23,8552
84,1,Reliance Industries,25-03-2023,379.42,390.35,377.88,386.41,8391
85,1,Reliance Industries,26-03-2023,531.74,533.8,520.73,522.26,4019
86,1,Reliance Industries,27-03-2023,679.95,689.69,676.43,688.08,7758
87,1,Reliance Industries,28-03-2023,505.9,510.04,505.86,506.38,1306
88,1,Reliance Industries,29-03-2023,716.84,728.09,716.64,725.42,2672
89,1,Reliance Industries,30-03-2023,983.06,986.32,977.61,978.41,6933
90,1,Reliance Industries,31-03-2023,318.84,323.21,314.38,315.99,4077
91,1,Reliance Industries,01-04-2023,216.52,217.71,212.82,216.06,9610
92,1,Reliance Industries,02-04-2023,864.85,872.87,860.93,872.78,7942
93,1,Reliance Industries,03-04-2023,953.15,957.53,943.41,947.12,4240
94,1,Reliance Industries,04-04-2023,255.43,255.81,247.71,247.79,9805
95,1,Reliance Industries,05-04-2023,139.12,145.52,135.48,144.54,6066
96,1,Reliance Industries,06-04-2023,685.31,694.22,682.88,689.58,8000
97,1,Reliance Industries,07-04-2023,345.14,346.57,333.91,335.25,3052
98,1,Reliance Industries,08-04-2023,106.99,107.83,101.07,106.04,4560
99,1,Reliance Industries,09-04-2023,851.88,854.18,842.54,843.23,3470
100,1,Reliance Industries,10-04-2023,343.96,350.64,339.84,347.71,8953
101,1,Reliance Industries,11-04-2023,959.58,963.72,950.46,951.98,7823
102,1,Reliance Industries,12-04-2023,702.9,709.91,702.55,708.96,3357
103,1,Reliance Industries,13-04-2023,113.58,123.84,109.46,120.41,3340
104,1,Reliance Industries,14-04-2023,344.08,347.33,339.31,346.72,6794
105,1,Reliance Industries,15-04-2023,694.33,697.41,690.04,690.82,9985
106,1,Reliance Industries,16-04-2023,624.66,628.01,615.09,617.3,9165
107,1,Reliance Industries,17-04-2023,548.62,553.03,538.22,541.18,2049
108,1,Reliance Industries,18-04-2023,491.43,495.92,484.46,484.89,1148
109,1,Reliance Industries,19-04-2023,199.8,200.71,194.94,196,5603
110,1,Reliance Industries,20-04-2023,852.62,853.3,845.93,847.01,2274
111,1,Reliance Industries,21-04-2023,413.97,416.12,402.76,405.42,6456
112,1,Reliance Industries,22-04-2023,372.87,374.87,368.5,372.66,4332
113,1,Reliance Industries,23-04-2023,744.79,752.32,743.3,749.55,3164
114,1,Reliance Industries,24-04-2023,352.23,361.23,348.74,358.98,6108
115,1,Reliance Industries,25-04-2023,587.49,588.09,585.46,588.07,4478
116,1,Reliance Industries,26-04-2023,257.93,261.98,253.27,259.52,3632
117,1,Reliance Industries,27-04-2023,500.02,509.38,499.95,505.8,5915
118,1,Reliance Industries,28-04-2023,686.26,691.22,680.76,683.73,8884
119,1,Reliance Industries,29-04-2023,846.65,847.89,832.96,837.69,4931
120,1,Reliance Industries,30-04-2023,349.78,352.73,345.86,350.22,5005
121,1,Reliance Industries,01-05-2023,131.19,131.71,120.76,121.83,3990
122,1,Reliance Industries,02-05-2023,592.53,597.48,591.18,595.73,9111
123,1,Reliance Industries,03-05-2023,577.68,585.6,575.78,585.3,4018
124,1,Reliance Industries,04-05-2023,256.61,261.89,256.58,259.54,3858
125,1,Reliance Industries,05-05-2023,122.62,127.18,114.08,116.03,7218
126,1,Reliance Industries,06-05-2023,762.47,771.85,760.84,769,9052
127,1,Reliance Industries,07-05-2023,384.6,395.66,381.31,390.83,4206
128,1,Reliance Industries,08-05-2023,910.1,913.26,909.65,911.05,8772
129,1,Reliance Industries,09-05-2023,792.01,793.97,778.11,783.01,3205
130,1,Reliance Industries,10-05-2023,174.62,189.02,171.9,184.36,7778
131,1,Reliance Industries,11-05-2023,708.23,720.8,706.97,716.98,3469
132,1,Reliance Industries,12-05-2023,893.71,894.7,883.68,888.61,5016
133,1,Reliance Industries,13-05-2023,823,823.02,816.05,818.76,8379
134,1,Reliance Industries,14-05-2023,179.05,183.63,168,172.24,1297
135,1,Reliance Industries,15-05-2023,649.33,659.65,649.28,655.34,1959
136,1,Reliance Industries,16-05-2023,749.91,749.99,746.72,746.91,7218
137,1,Reliance Industries,17-05-2023,593.13,598.12,587.16,589.86,7410
138,1,Reliance Industries,18-05-2023,987.13,989.61,985.43,987.81,2128
139,1,Reliance Industries,19-05-2023,822.12,824.89,818.4,824.5,1575
140,1,Reliance Industries,20-05-2023,688.9,701.38,688.31,696.46,9111
141,1,Reliance Industries,21-05-2023,292.47,302.41,289.87,301.43,8085
142,1,Reliance Industries,22-05-2023,570.38,573.74,570.07,570.2,7278
143,1,Reliance Industries,23-05-2023,316.39,321.52,311.84,321.17,4680
144,1,Reliance Industries,24-05-2023,627.14,630.31,623.51,630.26,8125
145,1,Reliance Industries,25-05-2023,692.76,694.27,687.15,692.03,4930
146,1,Reliance Industries,26-05-2023,317.24,330.07,313.83,325.75,3278
147,1,Reliance Industries,27-05-2023,728.03,731.31,719.18,723.14,6669
148,1,Reliance Industries,28-05-2023,786.89,796.29,785.88,792.66,1109
149,1,Reliance Industries,29-05-2023,133.86,136.99,127.9,128.91,7288
150,1,Reliance Industries,30-05-2023,282.1,282.95,275.49,277.78,2195
151,1,Reliance Industries,31-05-2023,551.15,554.18,538.9,541.6,7936
152,1,Reliance Industries,01-06-2023,593.83,595.84,583.24,585.66,3960
153,1,Reliance Industries,02-06-2023,917.62,920.23,913.86,914.77,5182
154,1,Reliance Industries,03-06-2023,376.97,387.06,373.62,384.56,2638
155,1,Reliance Industries,04-06-2023,327.33,331.77,322.97,329.87,3804
156,1,Reliance Industries,05-06-2023,824.26,831.75,821.34,829.15,1136
157,1,Reliance Industries,06-06-2023,918.91,922.29,915.66,921.34,4366
158,1,Reliance Industries,07-06-2023,322.11,326.3,310.43,312.5,4119
159,1,Reliance Industries,08-06-2023,964.71,979.27,963.73,974.46,8450
160,1,Reliance Industries,09-06-2023,955,958.88,949.11,949.66,6845
161,1,Reliance Industries,10-06-2023,381.76,394.31,377.39,391.04,5433
162,1,Reliance Industries,11-06-2023,531.95,536.73,526.63,531.24,6804
163,1,Reliance Industries,12-06-2023,113.46,116.71,100.65,104.28,2698
164,1,Reliance Industries,13-06-2023,298.32,305.52,294.28,304.04,3008
165,1,Reliance Industries,14-06-2023,122.48,126.16,113.49,115.33,9571
166,1,Reliance Industries,15-06-2023,726.42,735.91,724.79,733.18,8636
167,1,Reliance Industries,16-06-2023,369.56,376.98,365.61,375.51,8382
168,1,Reliance Industries,17-06-2023,640.53,653.41,636.35,649.09,8846
169,1,Reliance Industries,18-06-2023,234.22,236.06,232.84,233.71,2033
170,1,Reliance Industries,19-06-2023,584.41,595.94,583.9,591.97,5467
171,1,Reliance Industries,20-06-2023,790.77,794.96,787.84,788.31,9807
172,1,Reliance Industries,21-06-2023,915.42,917.67,905.22,909.38,3764
173,1,Reliance Industries,22-06-2023,858.38,859.44,848.41,849.69,4122
174,1,Reliance Industries,23-06-2023,348.66,349.83,347.77,348.02,6209
175,1,Reliance Industries,24-06-2023,980.71,983.63,972.42,975.3,1212
176,1,Reliance Industries,25-06-2023,496.77,502.54,493.71,498.5,3058
177,1,Reliance Industries,26-06-2023,990.06,1001.11,988.02,999.98,5951
178,1,Reliance Industries,27-06-2023,772.61,781.85,770.68,781.26,8606
179,1,Reliance Industries,28-06-2023,214.37,217.17,203.3,205.68,9723
180,1,Reliance Industries,29-06-2023,327.91,332.3,326.32,326.85,2655
181,1,Reliance Industries,30-06-2023,439.78,443.18,430.09,432.11,5122
182,2,TCS,01-01-2023,650.44,651.17,643.22,647.04,1921
183,2,TCS,02-01-2023,167.2,170.99,161.6,165.94,1974
184,2,TCS,03-01-2023,986.72,993.95,985.71,990.78,9975
185,2,TCS,04-01-2023,599.77,603.98,598.28,599.79,7553
186,2,TCS,05-01-2023,201.54,209.95,200.67,205.44,4473
187,2,TCS,06-01-2023,885.94,886.62,881.47,885.53,8792
188,2,TCS,07-01-2023,188.85,193.2,184.3,190.11,9660
189,2,TCS,08-01-2023,164.55,178.2,161.31,174.48,4416
190,2,TCS,09-01-2023,134.84,136.98,132.55,133.7,9529
191,2,TCS,10-01-2023,836.98,838.23,830.92,832.74,9538
192,2,TCS,11-01-2023,712.59,722.85,712.54,721.06,4143
193,2,TCS,12-01-2023,287.43,300.12,284.01,296.72,5626
194,2,TCS,13-01-2023,437.9,440.81,435.66,436.73,3630
195,2,TCS,14-01-2023,274.76,276.61,268.77,273.54,1845
196,2,TCS,15-01-2023,638.07,640.3,634.65,636.02,1246
197,2,TCS,16-01-2023,727.11,730.05,726.07,726.54,9153
198,2,TCS,17-01-2023,394.44,406.18,392.78,404.04,3557
199,2,TCS,18-01-2023,676.78,678.96,668.62,668.78,1146
200,2,TCS,19-01-2023,584.92,586.8,573.22,575.92,1847
201,2,TCS,20-01-2023,780.03,785.17,776.06,784.37,7390
202,2,TCS,21-01-2023,764.76,768.9,753.54,758,9853
203,2,TCS,22-01-2023,162.93,165.13,152.36,153.27,8957
204,2,TCS,23-01-2023,288.91,296.81,286.61,295.66,7589
205,2,TCS,24-01-2023,408.19,420.05,407.84,416.8,1754
206,2,TCS,25-01-2023,778.39,785.84,775.19,781.05,9491
207,2,TCS,26-01-2023,899.29,901.85,893.97,897.2,8688
208,2,TCS,27-01-2023,464.66,473.38,460.73,471.17,8392
209,2,TCS,28-01-2023,625.31,629.43,616.6,618.13,3542
210,2,TCS,29-01-2023,589.94,595.94,588.82,592.53,8102
211,2,TCS,30-01-2023,487.8,493.1,486.08,489.51,6316
212,2,TCS,31-01-2023,868.12,872.17,857.44,862.43,2367
213,2,TCS,01-02-2023,507.5,507.6,499.81,500.3,6298
214,2,TCS,02-02-2023,177.25,181.09,165.54,167.89,1223
215,2,TCS,03-02-2023,342.51,344.77,336.51,339.84,3197
216,2,TCS,04-02-2023,973.9,982.71,969.28,981.64,3747
217,2,TCS,05-02-2023,888.85,893.39,883.98,885.64,3120
218,2,TCS,06-02-2023,355.95,356.01,348.83,351.25,7832
219,2,TCS,07-02-2023,926.07,928.83,916.82,921.13,6651
220,2,TCS,08-02-2023,955.48,959.07,950.19,950.74,6405
221,2,TCS,09-02-2023,760.04,764.93,754.28,755.93,9380
222,2,TCS,10-02-2023,488.7,489.79,484.1,488.16,6833
223,2,TCS,11-02-2023,464.74,470.24,461.98,466.35,2607
224,2,TCS,12-02-2023,825.43,827.45,821.26,824.19,7000
225,2,TCS,13-02-2023,968.44,973.25,962.97,967.83,3852
226,2,TCS,14-02-2023,703.47,705.36,692.91,697.29,5711
227,2,TCS,15-02-2023,826.34,829.54,818.22,822.46,1920
228,2,TCS,16-02-2023,851.36,857.79,849.48,854.15,5760
229,2,TCS,17-02-2023,952.86,954.39,942.37,944.99,3711
230,2,TCS,18-02-2023,285.69,290.03,281.64,285.66,6129
231,2,TCS,19-02-2023,264.03,268.67,262.53,265.35,5518
232,2,TCS,20-02-2023,312.01,319.76,307.66,315.97,8806
233,2,TCS,21-02-2023,884.91,887.97,878.33,882.41,2218
234,2,TCS,22-02-2023,832.85,836.87,830.51,833.33,9295
235,2,TCS,23-02-2023,439.96,443.45,435.71,443.28,6191
236,2,TCS,24-02-2023,173.13,186.36,170.54,182.91,6218
237,2,TCS,25-02-2023,859.35,860.56,856.51,858.2,2446
238,2,TCS,26-02-2023,246.78,251.69,246.56,247.24,4569
239,2,TCS,27-02-2023,335.27,338.73,331.6,333.7,5356
240,2,TCS,28-02-2023,988.96,994.16,985.49,993.4,6004
241,2,TCS,01-03-2023,820.23,821.75,818.07,821.23,6073
242,2,TCS,02-03-2023,965.02,974.41,964.81,969.62,1044
243,2,TCS,03-03-2023,336.51,340.54,333.79,334.08,7591
244,2,TCS,04-03-2023,785.34,796.99,780.42,793.67,5542
245,2,TCS,05-03-2023,560.87,564.6,551.05,555.25,2033
246,2,TCS,06-03-2023,220.34,229.71,218.77,224.95,6121
247,2,TCS,07-03-2023,942.77,950.74,940.22,947.88,8060
248,2,TCS,08-03-2023,627.09,629.85,618.87,622.35,5035
249,2,TCS,09-03-2023,954.95,956.03,952.76,953.95,4123
250,2,TCS,10-03-2023,417.79,424.26,417.49,421.14,1941
251,2,TCS,11-03-2023,633.84,645.99,630.37,642.71,9146
252,2,TCS,12-03-2023,118.85,127.65,118.29,124.6,6153
253,2,TCS,13-03-2023,108.59,109.27,108.12,109.16,5286
254,2,TCS,14-03-2023,858.26,872.85,857.23,867.99,8924
255,2,TCS,15-03-2023,329.75,331.02,322.82,325.05,2273
256,2,TCS,16-03-2023,707.84,717.83,704.4,712.98,4753
257,2,TCS,17-03-2023,458.3,463.74,457.59,459.05,3218
258,2,TCS,18-03-2023,921.74,925.08,908,911.76,7385
259,2,TCS,19-03-2023,499.42,501.57,492.2,495.35,6063
260,2,TCS,20-03-2023,917.67,923.17,916.03,918.37,5372
261,2,TCS,21-03-2023,105.09,105.1,96.65,99.5,3515
262,2,TCS,22-03-2023,167.84,171.45,159.55,159.9,6874
263,2,TCS,23-03-2023,545.8,546.47,532.07,536.07,1880
264,2,TCS,24-03-2023,977.98,979.04,972.7,974.17,8989
265,2,TCS,25-03-2023,429.65,438.07,426.82,435.76,7118
266,2,TCS,26-03-2023,262.45,271.96,259.92,269.28,9105
267,2,TCS,27-03-2023,881.78,893.82,877.99,890.63,8470
268,2,TCS,28-03-2023,924.81,929.37,921.97,923.91,3455
269,2,TCS,29-03-2023,578.58,584.79,575.66,581.53,3240
270,2,TCS,30-03-2023,402.52,408.03,398.74,406.73,2750
271,2,TCS,31-03-2023,712.47,716.25,705.07,707.76,4549
272,2,TCS,01-04-2023,389.16,389.52,385.76,386.01,5740
273,2,TCS,02-04-2023,615.88,620.46,604.87,605.9,4397
274,2,TCS,03-04-2023,763.36,765.99,754.67,759.55,9928
275,2,TCS,04-04-2023,899.23,903.93,894.79,903.13,8108
276,2,TCS,05-04-2023,299.81,302.45,297.09,297.39,4961
277,2,TCS,06-04-2023,678.47,680.59,674.88,675.69,5443
278,2,TCS,07-04-2023,546.07,550.94,541.24,550.18,8546
279,2,TCS,08-04-2023,273.23,274.88,268.9,273.05,3232
280,2,TCS,09-04-2023,787.1,792.64,782.75,790.33,8639
281,2,TCS,10-04-2023,922.44,924.59,915.15,915.61,7116
282,2,TCS,11-04-2023,859.12,870.63,854.67,867.87,8539
283,2,TCS,12-04-2023,710.8,711.75,701.8,705.99,3730
284,2,TCS,13-04-2023,634.05,634.4,628.62,629.56,7248
285,2,TCS,14-04-2023,668.86,682.57,665.94,677.95,8173
286,2,TCS,15-04-2023,936.11,936.71,930.77,933.16,6437
287,2,TCS,16-04-2023,273.63,279.99,270.13,277.81,8643
288,2,TCS,17-04-2023,725.13,728.94,711.63,715.81,9303
289,2,TCS,18-04-2023,841.95,851.66,837.28,846.89,5287
290,2,TCS,19-04-2023,887.64,892.34,881.86,883.68,2798
291,2,TCS,20-04-2023,946.96,947.71,939.79,941.07,1335
292,2,TCS,21-04-2023,840.3,844.28,830.44,833.83,6863
293,2,TCS,22-04-2023,946.92,958.07,945.49,956.2,5908
294,2,TCS,23-04-2023,123.59,127.03,110.78,114.65,6075
295,2,TCS,24-04-2023,590.81,592.75,586.06,588.81,3142
296,2,TCS,25-04-2023,271.81,273.14,266.28,269.43,5782
297,2,TCS,26-04-2023,820.24,829.55,816.38,828.87,5253
298,2,TCS,27-04-2023,311.37,319.63,307.82,318.68,4109
299,2,TCS,28-04-2023,536.83,542.75,533.61,541.45,9936
300,2,TCS,29-04-2023,906.41,908.89,896.44,900.13,1503
301,2,TCS,30-04-2023,615.39,626.29,613.74,623.79,2344
302,2,TCS,01-05-2023,794.99,796.73,785.67,788.67,1817
303,2,TCS,02-05-2023,137.29,143.76,132.37,141.33,8527
304,2,TCS,03-05-2023,371.09,373.66,368.57,372.99,4556
305,2,TCS,04-05-2023,159.35,163.62,151.59,151.72,9046
306,2,TCS,05-05-2023,553.29,554.97,549.29,550.08,2463
307,2,TCS,06-05-2023,287.44,299.62,285.39,296.5,4684
308,2,TCS,07-05-2023,474.03,481.06,473.59,479.37,4723
309,2,TCS,08-05-2023,536.41,538.32,530.05,532.9,6675
310,2,TCS,09-05-2023,995.83,999.82,984.18,987.21,8650
311,2,TCS,10-05-2023,115.87,117.82,113.23,116.3,8514
312,2,TCS,11-05-2023,981.44,987.83,978.29,986.92,8851
313,2,TCS,12-05-2023,757.24,766.93,755.43,766.1,1513
314,2,TCS,13-05-2023,952.1,956.64,945.2,947.87,8692
315,2,TCS,14-05-2023,134.55,135.15,125.99,126.81,8850
316,2,TCS,15-05-2023,659.89,663.08,657.38,661.93,8450
317,2,TCS,16-05-2023,316.25,317.51,305.76,306.95,7677
318,2,TCS,17-05-2023,202.34,208.64,199.22,203.75,6895
319,2,TCS,18-05-2023,530.09,538.08,525.94,537.06,9893
320,2,TCS,19-05-2023,593.19,594.89,588.35,591.55,6049
321,2,TCS,20-05-2023,880.78,884.86,879.09,882.05,5594
322,2,TCS,21-05-2023,214.22,218.39,205.37,206.45,8104
323,2,TCS,22-05-2023,430.28,434.28,426.09,427.15,2878
324,2,TCS,23-05-2023,113.44,114.53,106.04,110.85,7232
325,2,TCS,24-05-2023,139.92,143.49,135.48,142.98,7262
326,2,TCS,25-05-2023,852.48,855.71,843.57,843.78,6290
327,2,TCS,26-05-2023,528.15,537.11,524.56,532.77,6861
328,2,TCS,27-05-2023,912,918.35,907.73,917.68,5349
329,2,TCS,28-05-2023,489.39,496.78,487.52,494.38,1974
330,2,TCS,29-05-2023,248.45,259.54,246.92,256.08,8093
331,2,TCS,30-05-2023,970.07,971.3,963.12,964.93,3046
332,2,TCS,31-05-2023,617.46,627.98,615.33,626.93,8185
333,2,TCS,01-06-2023,800.24,808.66,796.76,806.1,9507
334,2,TCS,02-06-2023,388.37,398.69,384.63,398.05,5191
335,2,TCS,03-06-2023,621.62,631.97,620.08,628.45,2039
336,2,TCS,04-06-2023,626.62,629.06,617.05,617.97,2943
337,2,TCS,05-06-2023,575.44,578.49,568.98,572.89,9242
338,2,TCS,06-06-2023,152.38,160.56,150.07,157.55,7294
339,2,TCS,07-06-2023,392.72,403.32,390.36,401.23,7376
340,2,TCS,08-06-2023,937.31,938.38,934,934.02,1518
341,2,TCS,09-06-2023,991.56,998.68,987.63,996.17,7990
342,2,TCS,10-06-2023,716.72,716.79,713.9,714.04,2288
343,2,TCS,11-06-2023,630.66,634.16,628.51,630.64,1396
344,2,TCS,12-06-2023,100.18,100.58,94.13,94.8,9368
345,2,TCS,13-06-2023,904.11,906.82,896.66,901.23,1829
346,2,TCS,14-06-2023,341.48,342.32,332.76,333.55,2298
347,2,TCS,15-06-2023,263.08,264.86,259.4,264.75,3261
348,2,TCS,16-06-2023,575.06,587.22,570.6,583.92,5107
349,2,TCS,17-06-2023,927.4,930.51,924.46,924.95,5479
350,2,TCS,18-06-2023,747.91,752.52,738.4,739.55,8976
351,2,TCS,19-06-2023,648.85,651.39,647.85,647.93,4146
352,2,TCS,20-06-2023,980.67,990.84,977.89,988.37,2356
353,2,TCS,21-06-2023,796.64,800.75,792.07,799.57,1643
354,2,TCS,22-06-2023,931.41,932.52,922.11,924.45,5752
355,2,TCS,23-06-2023,766.69,768.77,761.2,763.36,7208
356,2,TCS,24-06-2023,638.59,643.06,633.34,634.88,8871
357,2,TCS,25-06-2023,953.17,962.68,948.41,962.53,5395
358,2,TCS,26-06-2023,304.77,306.53,300.04,300.72,5985
359,2,TCS,27-06-2023,434.24,437.28,429.48,431.34,3432
360,2,TCS,28-06-2023,308.97,309.96,306.04,309.73,3067
361,2,TCS,29-06-2023,757.4,765.4,756.23,764.06,4911
362,2,TCS,30-06-2023,872.73,873.96,860.44,864.9,9761
363,3,HDFC Bank,01-01-2023,194.54,204.41,193,202.73,6149
364,3,HDFC Bank,02-01-2023,990.89,992.9,985.13,989.1,9699
365,3,HDFC Bank,03-01-2023,146.25,148.87,142.37,142.5,4221
366,3,HDFC Bank,04-01-2023,651.27,663.18,650.09,660.57,5960
367,3,HDFC Bank,05-01-2023,723.94,728.49,723.52,728.34,8816
368,3,HDFC Bank,06-01-2023,996.34,1007.18,996.34,1005.59,2255
369,3,HDFC Bank,07-01-2023,317.42,318.68,314.31,317.78,9077
370,3,HDFC Bank,08-01-2023,527.77,536.06,524.36,533.38,1044
371,3,HDFC Bank,09-01-2023,946.63,949.13,941.12,941.13,5836
372,3,HDFC Bank,10-01-2023,869.63,873.68,864.71,870.84,6504
373,3,HDFC Bank,11-01-2023,770.15,770.83,760.82,761.32,9696
374,3,HDFC Bank,12-01-2023,714.18,723.31,713.8,718.75,6793
375,3,HDFC Bank,13-01-2023,290.79,297.52,286.74,296.49,3785
376,3,HDFC Bank,14-01-2023,801.47,808.44,797.48,804.24,1064
377,3,HDFC Bank,15-01-2023,591.9,592.31,589.1,590.86,6536
378,3,HDFC Bank,16-01-2023,795.52,804.12,790.52,803.61,6031
379,3,HDFC Bank,17-01-2023,318.22,321.27,315.67,317.74,4164
380,3,HDFC Bank,18-01-2023,104.8,107.32,93.16,98.07,8909
381,3,HDFC Bank,19-01-2023,637.76,648.83,633.59,645.44,9221
382,3,HDFC Bank,20-01-2023,609.19,611.13,603.91,607.48,2562
383,3,HDFC Bank,21-01-2023,861.63,866.6,851.61,854.6,1875
384,3,HDFC Bank,22-01-2023,697.61,698.21,692.78,696.35,8739
385,3,HDFC Bank,23-01-2023,859.79,863.3,857.32,861.09,4039
